analysis_key,complexity,file_complexity,complexity_in_classes,class_complexity,complexity_in_functions,function_complexity,class_complexity_distribution,function_complexity_distribution,file_complexity_distribution,xs,xs_percent,tangle_design,fat_class,fat_design,fat_leaf_package,fat_method,cognitive_complexity,tests,test_execution_time,test_errors,skipped_tests,test_failures,test_success_density,test_data,coverage,new_coverage,lines_to_cover,new_lines_to_cover,uncovered_lines,new_uncovered_lines,line_coverage,new_line_coverage,coverage_line_hits_data,conditions_to_cover,new_conditions_to_cover,uncovered_conditions,new_uncovered_conditions,branch_coverage,new_branch_coverage,conditions_by_line,covered_conditions_by_line,it_coverage,new_it_coverage,it_lines_to_cover,new_it_lines_to_cover,it_uncovered_lines,new_it_uncovered_lines,it_line_coverage,new_it_line_coverage,it_coverage_line_hits_data,it_conditions_to_cover,new_it_conditions_to_cover,it_uncovered_conditions,new_it_uncovered_conditions,it_branch_coverage,new_it_branch_coverage,it_conditions_by_line,it_covered_conditions_by_line,overall_coverage,new_overall_coverage,overall_lines_to_cover,new_overall_lines_to_cover,overall_uncovered_lines,new_overall_uncovered_lines,overall_line_coverage,new_overall_line_coverage,overall_coverage_line_hits_data,overall_conditions_to_cover,new_overall_conditions_to_cover,overall_uncovered_conditions,new_overall_uncovered_conditions,overall_branch_coverage,new_overall_branch_coverage,overall_conditions_by_line,overall_covered_conditions_by_line,executable_lines_data,arch_violations,arch_violations_weighted,public_api,public_documented_api_density,public_undocumented_api,commented_out_code_lines,duplicated_lines,duplicated_blocks,duplicated_files,duplicated_lines_density,duplications_data,new_duplicated_lines,new_duplicated_blocks,new_duplicated_lines_density,quality_gate_details,quality_profiles,arch-diagrams,s101.buildbreaker,Structure101_Web_Application_URL,project,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,new_violations,new_blocker_violations,new_critical_violations,new_major_violations,new_minor_violations,new_info_violations,false_positive_issues,open_issues,reopened_issues,confirmed_issues,wont_fix_issues,afferent-couplings,efferent-couplings,number-of-classes-and-interfaces,package-dependency-cycles,missing_package_info,package,missing_package_info_count,package_count,package_info_count,java_count,sqale_index,new_technical_debt,sqale_rating,development_cost,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,effort_to_reach_maintainability_rating_a,new_maintainability_rating,burned_budget,business_value,team_size,fat_method_list,s101_model_name,s101_model_sequential_actions,s101_model_refactoring_actions,s101_model_class_mappings,s101_model_alignment,alert_status,bugs,new_bugs,reliability_remediation_effort,new_reliability_remediation_effort,reliability_rating,new_reliability_rating,last_commit_date,vulnerabilities,new_vulnerabilities,security_remediation_effort,new_security_remediation_effort,security_rating,new_security_rating,lines,generated_lines,ncloc,ncloc_language_distribution,generated_ncloc,classes,files,directories,functions,accessors,statements,projects,comment_lines,comment_lines_density,ncloc_data,comment_lines_data,new_lines,sg_i.CORE_VIOLATIONS_COMPONENT_DEPENDENCIES,sg_i.CORE_BIGGEST_COMPONENT_CYCLE_GROUP,sg_i.CORE_UNASSIGNED_COMPONENTS,sg_i.CORE_EMPTY_ARTIFACT_COUNT,sg_i.CORE_LINES_OF_CODE,sg_i.CORE_NCCD,sg_i.CORE_DUPLICATES,sg_i.CORE_COMPONENT_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.CORE_CODE_COMMENT_LINES,sg_i.CORE_IGNORED_DUPLICATES,sg_i.CORE_THRESHOLD_VIOLATIONS,sg_i.CORE_COMMENT_LINES,sg_i.CORE_RELATIVE_CYCLICITY_COMPONENTS,sg_i.CORE_IGNORED_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.CORE_CYCLIC_COMPONENTS,sg_i.JAVA_RELATIVE_CYCLICITY_PACKAGES,sg_i.CORE_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.JAVA_COMPONENT_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.CORE_TOTAL_LINES,sg_i.CORE_ARTIFACT_COUNT,sg_i.JAVA_IGNORED_CYCLIC_PACKAGES,sg_i.CORE_STRUCTURAL_DEBT_INDEX_COMPONENTS,sg_i.CORE_ACD,sg_i.JAVA_STRUCTURAL_DEBT_INDEX_PACKAGES,sg_i.JAVA_CYCLICITY_PACKAGES,sg_i.CORE_CCD,sg_i.CORE_VIOLATING_COMPONENTS,sg_i.JAVA_PACKAGES,sg_i.JAVA_CYCLIC_PACKAGES,sg_i.CORE_COMPONENTS,sg_i.CORE_MAX_ACD,sg_i.CORE_RACD,sg_i.CORE_COMPONENT_CYCLE_GROUPS,sg_i.CORE_PARSER_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.JAVA_BYTE_CODE_INSTRUCTIONS,sg_i.CORE_STATEMENTS,sg_i.JAVA_BIGGEST_PACKAGE_CYCLE_GROUP,sg_i.CORE_IGNORED_THRESHOLD_VIOLATIONS,sg_i.CORE_SOURCE_ELEMENT_COUNT,sg_i.CORE_IGNORED_CYCLIC_COMPONENTS,sg_i.JAVA_PACKAGE_CYCLE_GROUPS,sg_i.PERCENTAGEOFDEADCODE,sg_i.CORE_CYCLICITY_COMPONENTS,sg_i.CORE_DUPLICATED_LINES,sg_i.JAVA_PARSER_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.STRUCTURAL_DEBT_COST,sg_i.CURRENT_VIRTUAL_MODEL,sg_i.VIRTUAL_MODEL_FEATURE_AVAILABLE,sg_i.NUMBER_OF_TASKS,sg_i.NUMBER_OF_UNAPPLICABLE_TASKS,sg_i.NUMBER_OF_RESOLUTIONS,sg_i.NUMBER_OF_UNAPPLICABLE_RESOLUTIONS,sg_i.NUMBER_OF_REFACTORINGS,sg_i.NUMBER_OF_UNAPPLICABLE_REFACTORINGS,sg_i.NUMBER_OF_PARSER_DEPENDENCIES_AFFECTED_BY_REFACTORINGS,sg_i.JAVA_CYCLIC_PACKAGES_PERCENT,sg_i.MAX_MODULE_NCCD,sg_i.ARCHITECTURE_FEATURE_AVAILABLE,sg_i.NUMBER_OF_ISSUES,sg_i.NUMBER_OF_CRITICAL_ISSUES_WITHOUT_RESOLUTION,sg_i.VIOLATING_COMPONENTS_PERCENT,sg_i.UNASSIGNED_COMPONENTS_PERCENT,sg_i.NUMBER_OF_THRESHOLD_VIOLATIONS,sg_i.NUMBER_OF_WORKSPACE_WARNINGS,sg_i.NUMBER_OF_IGNORED_CRITICAL_ISSUES
AVo808xlOQHNsFaZlXeb,715,17.9,,11.5,,5.4,,"1=4,2=59,4=29,6=21,8=4,10=4,12=9,20=3,30=0","0=27,5=0,10=1,20=2,30=7,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,159,0,0,146,13,0,,,,,,,0,159,0,0,,,,,,,,,,,,978,,1.0,194790,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7271,,6493,py=6493,,2,40,8,133,,1977,,357,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXea,715,17.9,,11.5,,5.4,,"1=4,2=59,4=29,6=21,8=4,10=4,12=9,20=3,30=0","0=27,5=0,10=1,20=2,30=7,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,159,0,0,146,13,0,,,,,,,0,159,0,0,,,,,,,,,,,,978,,1.0,194760,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270,,6492,py=6492,,2,40,8,133,,1977,,357,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeZ,713,17.8,,11.5,,5.4,,"1=4,2=58,4=29,6=21,8=4,10=4,12=9,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,159,0,0,146,13,0,,,,,,,0,159,0,0,,,,,,,,,,,,978,,1.0,194700,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266,,6490,py=6490,,2,40,8,132,,1975,,356,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeY,711,17.8,,11.5,,5.4,,"1=4,2=57,4=29,6=21,8=4,10=4,12=9,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,158,0,0,145,13,0,,,,,,,0,158,0,0,,,,,,,,,,,,977,,1.0,194580,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7262,,6486,py=6486,,2,40,8,131,,1971,,356,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeX,711,17.8,,11.5,,5.4,,"1=4,2=57,4=29,6=21,8=4,10=4,12=9,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,157,0,0,144,13,0,,,,,,,0,157,0,0,,,,,,,,,,,,972,,1.0,194550,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7259,,6485,py=6485,,2,40,8,131,,1970,,355,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeW,709,17.7,,11.5,,5.4,,"1=4,2=57,4=29,6=21,8=4,10=5,12=8,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,158,0,0,145,13,0,,,,,,,0,158,0,0,,,,,,,,,,,,977,,1.0,194160,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7238,,6472,py=6472,,2,40,8,131,,1959,,351,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeV,707,17.7,,11.5,,5.4,,"1=4,2=57,4=29,6=21,8=5,10=4,12=8,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,157,0,0,144,13,0,,,,,,,0,157,0,0,,,,,,,,,,,,966,,1.0,193710,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222,,6457,py=6457,,2,40,8,131,,1952,,352,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeU,706,17.7,,11.5,,5.4,,"1=4,2=57,4=29,6=21,8=5,10=4,12=8,20=3,30=0","0=27,5=0,10=1,20=3,30=6,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,157,0,0,144,13,0,,,,,,,0,157,0,0,,,,,,,,,,,,966,,1.0,193440,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7211,,6448,py=6448,,2,40,8,131,,1944,,350,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeT,694,17.4,,11.5,,5.4,,"1=4,2=56,4=29,6=21,8=4,10=4,12=8,20=3,30=0","0=27,5=0,10=1,20=4,30=5,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,154,0,0,143,11,0,,,,,,,0,154,0,0,,,,,,,,,,,,965,,1.0,191790,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7138,,6393,py=6393,,2,40,8,129,,1896,,337,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeS,692,17.3,,11.0,,5.4,,"1=4,2=56,4=30,6=20,8=4,10=4,12=8,20=3,30=0","0=27,5=0,10=1,20=4,30=5,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,152,0,0,141,11,0,,,,,,,0,152,0,0,,,,,,,,,,,,925,,1.0,191640,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7133,,6388,py=6388,,2,40,8,129,,1890,,337,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeR,687,17.2,,11.0,,5.3,,"1=4,2=56,4=30,6=20,8=4,10=5,12=7,20=3,30=0","0=27,5=0,10=2,20=3,30=5,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,145,0,0,134,11,0,,,,,,,0,145,0,0,,,,,,,,,,,,879,,1.0,190950,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7101,,6365,py=6365,,2,40,8,129,,1878,,327,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeQ,689,17.2,,11.0,,5.4,,"1=4,2=55,4=29,6=20,8=5,10=5,12=7,20=3,30=0","0=27,5=0,10=2,20=3,30=5,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,150,0,0,139,11,0,,,,,,,0,150,0,0,,,,,,,,,,,,888,,1.0,190770,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108,,6359,py=6359,,2,40,8,128,,1879,,326,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeP,671,17.2,,11.0,,5.4,,"1=4,2=54,4=29,6=19,8=5,10=4,12=7,20=3,30=0","0=27,5=0,10=1,20=3,30=5,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,138,0,0,129,9,0,,,,,,,0,138,0,0,,,,,,,,,,,,837,,1.0,186660,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6947,,6222,py=6222,,2,39,8,125,,1807,,301,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeO,576,15.6,,5.0,,5.6,,"1=4,2=43,4=22,6=16,8=4,10=3,12=7,20=3,30=0","0=27,5=1,10=1,20=1,30=4,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,123,0,0,115,8,0,,,,,,,0,123,0,0,,,,,,,,,,,,768,,1.0,175980,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6497,,5866,py=5866,,1,37,8,102,,1561,,244,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeN,545,15.1,,,,5.9,,"1=3,2=38,4=18,6=17,8=3,10=3,12=7,20=3,30=0","0=27,5=1,10=1,20=1,30=3,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,111,0,0,103,8,0,,,,,,,0,111,0,0,,,,,,,,,,,,727,,1.0,173220,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376,,5774,py=5774,,0,36,7,92,,1496,,242,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeM,543,15.1,,,,6.0,,"1=3,2=33,4=19,6=18,8=3,10=3,12=7,20=3,30=0","0=27,5=1,10=1,20=1,30=3,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,115,0,0,107,8,0,,,,,,,0,115,0,0,,,,,,,,,,,,747,,1.0,173610,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6393,,5787,py=5787,,0,36,7,90,,1496,,252,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeL,515,14.7,,,,6.0,,"1=3,2=32,4=17,6=17,8=4,10=2,12=7,20=3,30=0","0=27,5=0,10=1,20=1,30=3,60=1,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,108,0,0,101,7,0,,,,,,,0,108,0,0,,,,,,,,,,,,718,,1.0,170370,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6269,,5679,py=5679,,0,35,6,86,,1427,,242,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeK,503,14.8,,,,6.1,,"1=3,2=31,4=17,6=16,8=4,10=2,12=7,20=3,30=0","0=26,5=0,10=1,20=2,30=2,60=0,90=3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,101,0,0,94,7,0,,,,,,,0,101,0,0,,,,,,,,,,,,641,,1.0,167460,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6113,,5582,py=5582,,0,34,6,83,,1382,,210,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeJ,503,14.8,,,,6.1,,"1=3,2=31,4=17,6=16,8=4,10=2,12=7,20=3,30=0","0=26,5=0,10=1,20=2,30=2,60=0,90=3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,100,0,0,93,7,0,,,,,,,0,100,0,0,,,,,,,,,,,,636,,1.0,167310,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107,,5577,py=5577,,0,34,6,83,,1377,,209,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeI,475,14.4,,,,6.1,,"1=3,2=28,4=16,6=15,8=4,10=2,12=7,20=3,30=0","0=26,5=1,10=0,20=1,30=2,60=0,90=3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,98,0,0,91,7,0,,,,,,,0,98,0,0,,,,,,,,,,,,626,,1.0,164100,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978,,5470,py=5470,,0,33,6,78,,1295,,202,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeH,466,14.1,,,,6.2,,"1=3,2=28,4=14,6=13,8=4,10=3,12=7,20=3,30=0","0=26,5=1,10=0,20=3,30=0,60=0,90=3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,93,0,0,87,6,0,,,,,,,0,93,0,0,,,,,,,,,,,,617,,1.0,162000,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5879,,5400,py=5400,,0,33,6,75,,1247,,187,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeG,284,9.5,,,,5.5,,"1=2,2=22,4=13,6=7,8=2,10=2,12=2,20=2,30=0","0=26,5=1,10=0,20=1,30=0,60=0,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,68,0,0,62,6,0,,,,,,,0,68,0,0,,,,,,,,,,,,389,,1.0,143430,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,,4781,py=4781,,0,30,6,52,,735,,147,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeF,284,9.5,,,,5.5,,"1=2,2=22,4=13,6=7,8=2,10=2,12=2,20=2,30=0","0=26,5=1,10=0,20=1,30=0,60=0,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,68,0,0,62,6,0,,,,,,,0,68,0,0,,,,,,,,,,,,389,,1.0,143430,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,,4781,py=4781,,0,30,6,52,,735,,147,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808xlOQHNsFaZlXeE,269,9.0,,,,5.3,,"1=2,2=22,4=13,6=8,8=1,10=2,12=1,20=2,30=0","0=26,5=1,10=0,20=1,30=0,60=0,90=2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,,,,,,"[{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,55,0,0,49,6,0,,,,,,,0,55,0,0,,,,,,,,,,,,316,,1.0,141390,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,,4713,py=4713,,0,30,6,51,,685,,136,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
